index	0	1	2
TGGAAA_NFAT_Q4_01	5.546864858174956e-29	4.702035515384851e-25	(17776, 144, 1233, 57, 'CREB5;IRS2;HOXA13;TNFSF11;JAG1;MRPL28;SPP1;SIPA1;ACYP2;SMAD3;SFRP4;TRPC4AP;PHLDB1;WNT4;BSN;DOCK9;BMP5;BMP4;SPATS2;BNC2;C2orf73;FBXL14;IGFBP7;PTPRZ1;CAMKV;SLC25A13;TRPS1;ATXN7L1;HOXA11;MEOX2;PACSIN3;HOXA9;SPTBN1;TCTA;GPX1;IBSP;WNT1;DAB2;EN1;FZD7;HOXA7;C22orf31;CDK6;CADM1;RERE;RHOA;DMP1;LRP5;LSM12;EYA1;CACNB3;ABR;EMP1;MC5R;HOXA10;RASGRF2;ESR1')
GGGCGGR_SP1_Q6	8.539063861590577e-29	4.702035515384851e-25	(17776, 144, 1579, 63, 'IRS2;DUSP3;SRR;HOXA13;TOP1;JAG1;SIPA1;WNT2B;AKAP12;SMAD3;FZD4;G6PC3;FDFT1;WNT4;FHOD1;PPP1R3B;ZFYVE21;HIC1;IQGAP1;IGFBP7;BMP4;FBXL14;SMG6;CAMKV;SLC25A13;EYA4;ING3;TRPS1;RNF123;ARHGAP1;WARS2;TNKS;CYLD;EIF5;TMEM135;CBFB;TMEM208;UBTF;ZNF408;HOXA9;ARHGAP26;DDB2;TCTA;AMIGO3;WNT1;LRRC29;EN1;ZDHHC1;TCF7L2;FZD7;TMUB2;AHNAK;CADM1;RHOA;STARD3NL;KCND2;GMPPB;ABR;NCAM1;SALL1;KLF4;SLC9A5;XRCC3')
CAGGTG_E12_Q6	4.207807493192579e-20	1.544686130750996e-16	(17776, 144, 1528, 52, 'DUSP3;JAG1;CKB;SIPA1;WNT2B;AKAP12;SMAD3;HHIP;EPDR1;FZD4;JAZF1;HIC1;IQGAP1;BMP4;BNC2;WNT16;ATXN7L1;HOXA11;EYA4;ING3;TRPS1;LTBP3;WARS2;ELMO3;CYLD;RP1L1;PACSIN3;AQP1;CTBP1;UBTF;ARHGAP26;GPX1;PDE8A;SOST;HOXA7;C22orf31;TMUB2;HMGCLL1;FGFRL1;CADM1;LRP5;LSM12;EYA1;CACNB3;KCND2;ABR;NCAM1;FHOD1;KLF4;HOXA10;RASGRF2;ESR1')
chr8p23	4.814274506954167e-19	1.325490128627156e-15	(17776, 144, 19, 11, 'ERI1;SGK223;DEFB134;FDFT1;PPP1R3B;MTMR9;GATA4;DEFB136;PINX1;MSRA;TNKS;RP1L1;MFHAS1;CTSB;NEIL2;LOC157273;XKR6;CLDN23;DEFB130;TDH;PRSS55;FAM167A;BLK')
GGGAGGRR_MAZ_Q6	7.373158319244265e-18	1.6240118513967416e-14	(17776, 144, 1333, 46, 'HOXA13;JAG1;SIPA1;AKAP12;JAZF1;RPS6KA5;PHLDB1;BMP4;BNC2;MOV10;TLE3;IL18;SUPT3H;CAMKV;RHOC;TRPS1;ATXN7L1;MEOX1;PACSIN3;AQP1;TMEM208;UBTF;HOXA9;SEPT5;TCTA;WNT1;LRRC29;TCF7L2;FZD7;HOXA7;CD109;CDK6;SHFM1;AHNAK;FGFRL1;CADM1;RHOA;RERE;RNMT;LSM12;EYA1;PLXDC2;NCAM1;SALL1;HOXA10;ESR1')
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_8D	2.4012124298210816e-17	4.407425414936596e-14	(17776, 144, 445, 28, 'ZHX3;TOP1;RUNX2;GSG1;WLS;PTS;IGFBP7;MOV10;TLE3;ZBTB40;SUPT3H;ARHGAP1;CYLD;PLCG1;SPON2;TMEM135;STK11;CDKN3;ZNF408;RMND1;SPTBN1;ACP2;HOXA9;BCAS3;RAB11FIP4;AHNAK;EYA1;ABR')
CTTTGT_LEF1_Q2	4.395041896681005e-17	6.914656629735415e-14	(17776, 144, 1272, 44, 'CREB5;HOXA13;TOP1;SIPA1;CKB;AKAP12;SMAD3;TRPC4AP;FBXL14;SPATS2;BNC2;SMAD1;TEX12;TLE3;EYA4;HOXA11;LTBP3;PACSIN3;AQP1;PLCG1;UBTF;HOXA9;LRP3;CTNNB1;SOX6;AKAP11;F2;FZD7;CCDC34;HOXA7;C22orf31;CDK6;CDC42;TMUB2;RERE;RNMT;LRP5;KREMEN1;AKAP7;EYA1;KCND2;RGS9;CBFB;HOXA10')
TTGTTT_FOXO4_01	3.3673210001345024e-16	4.635538271810159e-13	(17776, 144, 1344, 44, 'CREB5;TOP1;HOXA6;RUNX2;JAG1;CKB;SMAD3;HHIP;BSN;PTS;BMP5;BMP4;SPATS2;BNC2;C17orf53;SMAD1;TLE3;IL18;TRPS1;MARK3;HOXA11;PPP6R3;MEOX2;HOXA9;CTNNB1;IP6K1;SOX6;SOST;IBSP;TCF7L2;FZD7;CDK6;CADM1;DMP1;LRP5;KREMEN1;EYA1;PLXDC2;EMP1;RGS9;NCAM1;DOCK9;CBFB;HOXA10')
TATAAA_TATA_01	4.528573374256195e-16	5.541464285631497e-13	(17776, 144, 833, 35, 'CREB5;SRR;HOXA6;RUNX2;CKB;BCO2;SMAD3;MARCO;BMP5;BNC2;SMG6;TLE3;TSPAN12;ATXN7L1;HOXA11;TNKS;MEOX2;CYLD;ELMO3;PACSIN3;AQP1;HOXA9;TCTA;GPX1;IBSP;EN1;CADM1;RHOA;ATG13;EYA1;ABR;ASB16;BLK;HOXA10;SLC9A5')
DODD_NASOPHARYNGEAL_CARCINOMA_UP	1.2957504686462728e-15	1.4270099911201402e-12	(17776, 144, 1029, 38, 'TNFSF11;MKX;CKB;BCO2;EDEM2;BAG5;WLS;ZFYVE21;GATA4;C2orf73;IL18;EYA4;B3GNT9;MSRA;UBTF;LEKR1;HOTTIP;TCTA;ACTL7B;LINC00326;RHPN2;MPP7;CLDN23;ZDHHC1;CES4A;FBXL8;AHNAK;RERE;USP4;ANKFN1;EYA1;GMPPB;EML6;HDAC5;DOCK9;BLK;FAM129B;LRRC36')
BENPORATH_ES_WITH_H3K27ME3	5.201876763386525e-15	5.208024435925073e-12	(17776, 144, 795, 33, 'HOXA13;TRADD;HOXA6;RUNX2;MKX;SLC30A10;HHIP;SFRP4;PHLDB1;HIC1;FBXL14;GATA4;WNT16;EYA4;MEOX2;SPON2;HOXA9;LEKR1;FOXL1;PDE8A;WNT1;EN1;HOXA7;FBXL8;SOX7;RSPO3;CACNB3;FAM167A;RGS9;NCAM1;KLF4;HOXA10;ESR1')
TTANTCA_UNKNOWN	1.162444351330458e-14	1.0668333034335278e-11	(17776, 144, 663, 30, 'CREB5;SMAD3;SFRP4;JAZF1;WNT4;GSG1;SLC8A1;OTUD4;BMP4;BNC2;SMAD1;ATXN7L1;SLC25A13;TRPS1;ELMO3;CYLD;RP1L1;FERMT1;HOXA9;GPX1;NOL3;IBSP;EN1;CDK6;CADM1;EYA1;ARFGAP2;EMP1;SALL1;SLC9A5')
AACTTT_UNKNOWN	2.543681930868478e-14	2.1548899311272727e-11	(17776, 144, 1317, 41, 'CREB5;TOP1;HOXA6;JAG1;SPP1;SMAD3;JAZF1;RPS6KA5;PPP1R3B;BMP5;BNC2;SMAD1;TLE3;CAMKV;ATXN7L1;EYA4;ING3;TRPS1;HOXA11;CYLD;EIF5;AQP1;CTNNB1;SOX6;GPX1;CDK15;HAO1;TCF7L2;FZD7;HOXA7;ADCY6;CDK6;CADM1;EYA1;PLXDC2;CACNB3;GMPPB;SALL1;KLF4;HOXA10;ESR1')
CTTTGA_LEF1_Q2	3.520619734493154e-14	2.7694703668552213e-11	(17776, 144, 796, 32, 'CREB5;HOXA13;JAG1;SIPA1;SMAD1;MOV10;TEX12;EYA2;TSPAN12;HOXA11;MEOX1;TNKS;MEOX2;EIF5;CDKN3;PCTP;SOX6;CYP19A1;CDK15;EN1;TCF7L2;HOXA7;FZD7;AHNAK;RERE;DMP1;ANKFN1;EYA1;ABR;EMP1;SALL1;HOXA10')
TGTTTGY_HNF3_Q6	4.030147416125488e-14	2.958934232919333e-11	(17776, 144, 503, 26, 'CREB5;HOXA6;JAG1;RNF146;TRPC4AP;TLE3;EYA2;IL18;ATXN7L1;TRPS1;HOXA11;PACSIN3;TMEM208;RPE65;LRRC29;TCF7L2;AHNAK;CADM1;RERE;RNMT;EYA1;NCAM1;DOCK9;CBFB;HOXA10;ESR1')
MMEF2_Q6	4.940002343021047e-14	3.4002653627306743e-11	(17776, 144, 202, 18, 'BNC2;TLE3;ARHGAP26;RHOA;TCTA;RUNX2;ATXN7L1;HOXA11;EYA1;INSIG2;CACNB3;ELMO3;FHOD1;CLDN23;PACSIN3;SALL1;HOXA10;ESR1')
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN	7.969447083524593e-14	5.1627953371091965e-11	(17776, 144, 1171, 38, 'RAB18;RUNX2;AKAP12;ST7L;FAM3C;BAG5;FDFT1;PTS;C11orf58;SPATS2;CKAP5;SLC25A13;TRPS1;CAPZA1;MSRA;EPB41L2;NICN1;KLC1;TMEM135;RMND1;SPTBN1;IP6K1;CTNNB1;SOX6;TANC1;TMEM175;PDE8A;ABCE1;TCF7L2;FBXL8;CADM1;DMP1;USP4;INSIG2;EMP1;DOCK9;PSMG1;ATXN7L3')
KEGG_BASAL_CELL_CARCINOMA	9.14726678803428e-14	5.596602729812307e-11	(17776, 144, 47, 11, 'WNT16;CTNNB1;WNT2B;FZD4;HHIP;WNT1;AXIN1;TCF7L2;WNT4;FZD7;BMP4')
BENPORATH_EED_TARGETS	1.493878553286674e-13	8.658991845971652e-11	(17776, 144, 731, 30, 'HOXA13;TRADD;HOXA6;RUNX2;MKX;ACYP2;EDEM2;HHIP;SFRP4;WLS;HIC1;IGFBP7;FBXL14;GATA4;WNT16;EYA2;EYA4;MEOX2;HOXA9;FOXL1;PDE8A;WNT1;EN1;HOXA7;FBXL8;SOX7;RSPO3;NCAM1;KLF4;HOXA10')
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	8.282588147574808e-13	4.5608071634620674e-10	(17776, 144, 837, 31, 'MKX;JAG1;SLC30A10;TNFAIP8L3;HHIP;WNT4;PPP1R3B;HIC1;IGFBP7;BNC2;TSPAN12;RHOC;SLC25A13;EYA4;CBFB;PDE8A;WNT1;CLDN23;EN1;TCF7L2;DAB2;FZD7;AHNAK;SOX7;LRP5;EYA1;RSPO3;TBX15;SALL1;KLF4;RASGRF2')
CACGTG_MYC_Q2	1.29062991485356e-12	6.768432024896311e-10	(17776, 144, 635, 27, 'TOP1;RUNX2;AKAP12;RNF146;HHIP;RPS6KA5;G6PC3;PPP1R3B;BMP4;MPP3;GATA4;TEX12;ZBTB40;TLE3;CAMKV;EYA4;B3GNT9;HOXA11;MEOX2;MFHAS1;HOXA9;BCAS3;GPX1;EN1;HOXA7;FHOD1;SLC9A5')
WNT_SIGNALING	1.6284585660689306e-12	8.151915540053243e-10	(17776, 144, 79, 12, 'WNT16;CTNNB1;LRP5;KREMEN1;WNT2B;FZD4;WNT1;SFRP4;AXIN1;WNT4;CTBP1;FZD7')
KEGG_WNT_SIGNALING_PATHWAY	2.204119119721726e-12	1.0553897332824074e-09	(17776, 144, 128, 14, 'WNT16;CTNNB1;RHOA;LRP5;WNT2B;SMAD3;FZD4;WNT1;SFRP4;AXIN1;TCF7L2;WNT4;CTBP1;FZD7')
RTAAACA_FREAC2_01	3.1741115999853763e-12	1.4565204604432896e-09	(17776, 144, 660, 27, 'CREB5;MEPE;WNT2B;HHIP;RPS6KA5;BMP4;BMP5;BNC2;SMAD1;TLE3;ATXN7L1;TRPS1;ING3;HOXA11;BCAS3;GPX1;IBSP;TCF7L2;HOXA7;CD109;AHNAK;CADM1;LRP5;EYA1;EMP1;ASB16;HOXA10')
BLALOCK_ALZHEIMERS_DISEASE_UP	6.238681455688636e-12	2.7482639548599576e-09	(17776, 144, 1088, 34, 'ZHX3;IRS2;TIPARP;GAK;RUNX2;LRP4;SFRP4;RPS6KA5;FDFT1;IQGAP1;SMAD1;TLE3;IL18;ING3;TRPS1;MARK3;LTBP3;ARHGAP1;PPP6R3;EIF5;CTBP1;AQP1;STK11;ARHGAP26;CTSB;TCF7L2;DAG1;USP4;EPRS;ARFGAP2;EMP1;RGS9;NCAM1;CBFB')
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN	6.751144509592431e-12	2.8596290186208246e-09	(17776, 144, 578, 25, 'RAB18;SPP1;SGK223;FAM3C;RNF146;BAG5;RPS6KA5;FDFT1;ZFYVE21;RPL23AP32;TSPAN12;MARK3;LTBP3;ARHGAP1;PPP6R3;CYLD;CRTC3;UBTF;SOX6;TCTA;CTSB;TBC1D1;RERE;ARFGAP2;EMP1')
YCATTAA_UNKNOWN	8.464865125074834e-12	3.4527244304610797e-09	(17776, 144, 395, 21, 'CREB5;HHIP;FZD4;JAZF1;BNC2;TEX12;IL18;ATXN7L1;TRPS1;MSRA;MEOX2;PACSIN3;HOXA9;HOXA7;AHNAK;DMP1;USP4;EYA1;DOCK9;HOXA10;RASGRF2')
CHEN_METABOLIC_SYNDROM_NETWORK	4.3574495860337716e-11	1.6547790445168938e-08	(17776, 144, 797, 28, 'PCGF3;PHLDB1;SLC8A1;WLS;HIC1;TPCN2;RHOC;LTBP3;EPB41L2;PACSIN3;MFHAS1;ACP2;TANC1;RPE65;CTSB;CDK15;TBC1D1;ADCY6;CDC42;CADM1;UBA7;PLXDC2;CACNB3;ABR;MS4A6A;TREH;CBFB;FAM129B')
TGCCTTA_MIR124A	4.341303827862894e-11	1.6547790445168938e-08	(17776, 144, 431, 21, 'RUNX2;JAG1;JAZF1;OTUD4;HIC1;IQGAP1;EYA2;TRPS1;EYA4;PPP6R3;XKR6;CDK6;AHNAK;RERE;KLF4;EYA1;CACNB3;ABR;HDAC5;RGS9;CBFB')
TAATTA_CHX10_01	5.2099017117078964e-11	1.9125549183679687e-08	(17776, 144, 583, 24, 'CREB5;HHIP;BMP4;BNC2;SMAD1;SUPT3H;ATXN7L1;HOXA11;LTBP3;CYLD;RP1L1;PACSIN3;ARHGAP26;GPX1;EN1;FZD7;C22orf31;CADM1;LRP5;EYA1;CACNB3;ARFGAP2;SALL1;SLC9A5')
KEGG_PATHWAYS_IN_CANCER	6.143571148877924e-11	2.1825531955675023e-08	(17776, 144, 268, 17, 'CDK6;WNT16;CDC42;CTNNB1;RHOA;WNT2B;SMAD3;HHIP;FZD4;WNT1;AXIN1;PLCG1;CTBP1;WNT4;TCF7L2;FZD7;BMP4')
FREAC7_01	1.3442654095854177e-10	4.487321505102171e-08	(17776, 144, 142, 13, 'GATA4;BNC2;SDHD;CADM1;RUNX2;PACSIN3;HOXA11;SMAD3;IBSP;CLDN23;EN1;TCF7L2;HOXA10')
GGGTGGRR_PAX4_03	1.3446073700932685e-10	4.487321505102171e-08	(17776, 144, 778, 27, 'PROCR;FZD4;FHOD1;HIC1;IQGAP1;BMP4;MOV10;MEOX2;CYLD;ARHGAP26;TCTA;EN1;FZD7;CD109;CDK6;AHNAK;CADM1;RHOA;LRP5;ATG13;KREMEN1;ABR;GMPPB;SALL1;CBFB;HOXA10;SLC9A5')
MGGAAGTG_GABP_B	1.8342574532121954e-10	5.941375685948796e-08	(17776, 144, 466, 21, 'TNFSF11;SIPA1;ST7L;BMP4;CAPZA1;MARK3;HOXA11;ARHGAP1;TNKS;TMEM208;ZNF408;ACP2;BCAS3;SOST;LRRC29;CADM1;DMP1;RNMT;EYA1;NCAM1;CBFB')
GATA1_04	1.955045858540388e-10	6.151691440030084e-08	(17776, 144, 178, 14, 'C22orf31;BNC2;HOXA13;CREB5;TRPS1;EYA4;RNF123;CACNB3;FZD4;EN1;ZDHHC1;BSN;HOXA10;HIC1')
LEE_BMP2_TARGETS_UP	3.442047796077197e-10	1.0529797882832824e-07	(17776, 144, 533, 22, 'JAG1;CKB;SPP1;SFRP4;PHLDB1;WLS;SMAD1;IL18;TRPS1;AQP1;IP6K1;DDB2;CTSB;CLDN23;FZD7;ADCY6;UBA7;RERE;RSPO3;CACNB3;KCND2;HDAC5')
FREAC3_01	4.974819565707538e-10	1.4807483210037058e-07	(17776, 144, 191, 14, 'CDK6;BNC2;LRP3;HOXA9;CADM1;ZBTB40;HOXA13;SUPT3H;ATXN7L1;HOXA11;EYA1;RP1L1;TCF7L2;HOXA10')
